,節,開催日,Team,awayTeam,homeScore,awayScore,H or A_x,AGI_x,KAGI_x,CBP_x,shot_x,shot acc_x,possession_x,ACBP_x,PassCBP_x,InterceptP_x,DP_x,H or A_y,AGI_y,KAGI_y,CBP_y,shot_y,shot acc_y,possession_y,ACBP_y,PassCBP_y,InterceptP_y,DP_y
550,28,9.11,Ｃ大阪,札幌,0,2,H,50,39,9.0%,10,0.0%,46.6%,13.5,12.05,77.78,11.66,A,61,50,20.6%,22,9.1%,53.4%,19.0,13.69,125.59,12.49
558,28,9.11,鹿島,福岡,0,3,H,58,46,13.0%,17,0.0%,61.0%,17.93,13.26,86.05,11.71,A,54,42,8.4%,10,30.0%,39.0%,9.93,6.11,96.16,15.12
557,28,9.11,大分,湘南,2,0,H,42,50,3.1%,3,66.7%,42.4%,7.85,5.98,81.8,15.01,A,50,58,8.3%,9,0.0%,57.6%,15.42,13.07,90.12,10.82
556,28,9.11,鳥栖,清水,2,1,H,52,58,8.3%,9,22.2%,61.9%,16.88,13.68,83.63,11.01,A,42,48,8.8%,10,10.0%,38.1%,8.93,7.4,75.28,15.15
551,28,9.29,川崎Ｆ,神戸,3,1,H,65,56,9.9%,11,18.2%,50.2%,19.97,17.23,98.28,10.43,A,44,35,14.4%,13,7.7%,49.8%,12.75,9.59,90.34,17.37
559,28,9.12,Ｇ大阪,仙台,2,3,H,47,52,20.0%,21,9.5%,55.5%,18.04,15.45,65.46,11.81,A,48,53,12.4%,13,23.1%,44.5%,12.61,9.94,71.16,13.94
570,29,9.18,湘南,福岡,1,1,H,63,56,9.8%,13,7.7%,61.2%,17.99,14.56,79.72,11.0,A,44,37,4.3%,5,20.0%,38.8%,7.91,5.81,99.98,19.84
567,29,9.18,鹿島,Ｇ大阪,3,1,H,55,79,20.8%,25,12.0%,55.2%,17.9,12.49,76.84,11.9,A,21,45,4.1%,5,20.0%,44.8%,7.17,6.18,66.01,15.18
579,29,9.18,名古屋,横浜FM,2,1,H,45,38,7.3%,9,22.2%,34.5%,5.31,3.6,99.59,20.81,A,62,55,16.8%,22,4.5%,65.5%,30.32,23.74,95.89,10.29
566,29,9.18,鳥栖,大分,0,0,H,43,75,18.6%,18,0.0%,56.9%,15.41,13.04,69.12,11.63,A,25,57,3.9%,4,0.0%,43.1%,9.08,8.56,56.42,14.7
565,29,9.18,神戸,札幌,1,0,H,35,53,5.6%,6,16.7%,40.8%,8.93,7.67,73.88,16.47,A,47,65,13.9%,15,0.0%,59.2%,20.23,18.02,103.23,7.41
564,29,9.18,浦和,Ｃ大阪,2,0,H,54,52,11.7%,13,15.4%,50.8%,14.02,11.6,137.7,13.01,A,48,46,7.0%,9,0.0%,49.2%,13.16,11.44,114.1,13.71
571,29,9.18,徳島,川崎Ｆ,1,3,H,47,40,12.0%,13,7.7%,58.7%,17.02,11.8,77.49,11.63,A,60,53,15.7%,18,16.7%,41.3%,14.11,11.39,91.16,11.84
575,29,9.18,FC東京,横浜FC,4,0,H,58,53,14.2%,17,23.5%,46.5%,13.83,11.46,73.84,14.22,A,47,42,9.6%,11,0.0%,53.5%,13.45,10.1,75.39,11.53
577,29,9.18,柏,広島,0,3,H,45,54,10.0%,11,0.0%,48.3%,13.34,11.32,96.23,12.66,A,46,55,9.6%,12,25.0%,51.7%,17.13,13.96,100.79,14.54
578,29,9.18,清水,仙台,2,1,H,33,46,12.0%,13,15.4%,48.8%,9.63,9.11,68.06,11.43,A,54,67,12.6%,13,7.7%,51.2%,15.29,10.44,75.66,12.03
581,30,9.25,福岡,鳥栖,3,0,H,46,56,10.5%,11,27.3%,34.7%,7.01,6.42,77.2,13.49,A,44,54,7.5%,9,0.0%,65.3%,16.62,14.2,89.64,13.11
594,30,9.25,仙台,徳島,0,1,H,49,76,7.3%,8,0.0%,37.8%,11.04,8.47,83.08,12.13,A,24,51,7.1%,8,12.5%,62.2%,11.56,10.26,92.61,16.29
599,30,9.26,川崎Ｆ,湘南,2,1,H,57,41,16.8%,21,9.5%,61.1%,27.31,22.42,118.5,16.61,A,59,43,9.7%,12,8.3%,38.9%,13.35,11.6,118.35,15.61
585,30,9.26,Ｇ大阪,柏,2,1,H,42,39,5.6%,7,28.6%,40.3%,7.89,6.4,95.89,22.37,A,61,58,17.3%,23,4.3%,59.7%,24.16,16.04,112.57,10.81
590,30,9.24,清水,神戸,0,2,H,48,53,7.1%,8,0.0%,45.4%,14.14,8.78,74.68,14.44,A,47,52,5.9%,6,33.3%,54.6%,15.36,13.09,72.08,13.76
591,30,9.25,FC東京,浦和,1,2,H,54,49,13.4%,16,6.3%,35.7%,10.2,6.85,103.67,15.22,A,51,46,11.8%,14,14.3%,64.3%,21.83,16.18,102.9,13.21
593,30,9.25,横浜FC,横浜FM,2,2,H,51,49,11.1%,13,15.4%,38.1%,7.87,5.41,76.99,13.88,A,51,49,12.9%,15,13.3%,61.9%,18.99,15.65,74.67,11.0
596,30,9.26,札幌,広島,0,2,H,57,45,14.4%,16,0.0%,60.4%,20.38,16.84,85.83,11.69,A,55,43,9.3%,11,18.2%,39.6%,12.67,10.45,95.47,19.14
598,30,9.26,名古屋,大分,1,0,H,46,50,17.3%,18,5.6%,51.5%,15.14,11.42,82.02,14.13,A,50,54,7.9%,8,0.0%,48.5%,16.38,14.19,67.4,11.52
582,30,9.26,Ｃ大阪,鹿島,1,2,H,49,38,7.8%,10,10.0%,49.6%,10.46,7.5,90.64,13.81,A,62,51,11.6%,15,13.3%,50.4%,14.65,11.9,93.43,14.49
619,31,10.3,大分,Ｃ大阪,1,0,H,53,49,9.8%,11,9.1%,48.1%,11.04,8.39,77.72,13.62,A,51,47,10.7%,12,0.0%,51.9%,14.79,11.57,87.16,11.91
603,31,10.2,柏,仙台,1,1,H,65,49,16.1%,20,5.0%,55.6%,18.9,14.07,79.66,15.13,A,51,35,8.9%,10,10.0%,44.4%,10.24,8.65,57.46,24.61
618,31,10.2,鹿島,横浜FC,1,2,H,64,60,10.5%,13,7.7%,56.7%,14.89,12.55,67.93,10.91,A,40,36,5.2%,6,33.3%,43.3%,6.4,4.73,81.17,20.13
605,31,10.2,神戸,浦和,5,1,H,46,47,8.0%,9,55.6%,46.8%,11.26,8.89,117.04,14.23,A,53,54,14.6%,18,5.6%,53.2%,19.19,13.99,77.77,9.37
606,31,10.1,湘南,横浜FM,0,1,H,53,72,6.9%,9,0.0%,38.7%,11.04,8.79,127.0,13.88,A,28,47,3.5%,5,20.0%,61.3%,14.95,13.73,103.98,12.98
609,31,10.3,徳島,鳥栖,3,0,H,41,54,11.7%,12,25.0%,33.8%,6.82,4.66,85.23,17.54,A,46,59,9.2%,11,0.0%,66.2%,19.69,17.11,74.47,8.19
610,31,10.2,川崎Ｆ,FC東京,1,0,H,54,39,6.3%,7,14.3%,52.1%,15.39,13.98,97.27,15.64,A,61,46,15.3%,19,0.0%,47.9%,14.98,11.77,86.85,9.72
604,31,10.3,広島,名古屋,1,0,H,61,61,11.1%,11,9.1%,46.7%,14.58,12.73,90.96,11.58,A,39,39,10.7%,13,0.0%,53.3%,14.35,11.26,66.66,14.64
601,31,10.2,Ｇ大阪,札幌,1,5,H,46,45,13.7%,17,5.9%,50.4%,17.65,15.59,90.52,19.01,A,55,54,14.9%,20,25.0%,49.6%,16.2,14.2,143.96,15.33
615,31,10.2,福岡,清水,1,2,H,59,75,12.0%,17,5.9%,56.9%,18.19,13.1,93.61,10.84,A,25,41,6.4%,8,25.0%,43.1%,8.64,7.73,123.57,20.39
620,32,10.16,神戸,福岡,1,0,H,45,47,11.3%,12,8.3%,67.6%,18.11,14.27,76.82,12.44,A,53,55,4.9%,5,0.0%,32.4%,11.17,7.6,76.28,14.26
638,32,10.16,清水,柏,0,1,H,48,58,13.2%,16,0.0%,54.4%,14.57,10.73,93.37,9.34,A,42,52,10.8%,12,8.3%,45.6%,9.48,8.35,80.59,15.95
632,32,9.22,広島,Ｃ大阪,0,1,H,41,46,2.5%,3,0.0%,47.3%,9.61,8.89,86.33,11.88,A,54,59,16.0%,19,5.3%,52.7%,14.04,10.33,96.13,13.93
621,32,10.16,浦和,Ｇ大阪,1,1,H,59,58,23.8%,25,4.0%,63.1%,21.43,17.52,88.57,10.09,A,42,41,10.5%,10,10.0%,36.9%,10.73,8.19,75.99,14.77
629,32,10.16,横浜FC,徳島,5,3,H,44,53,13.2%,12,41.7%,31.4%,6.54,4.61,74.84,13.56,A,47,56,17.9%,20,15.0%,68.6%,18.69,15.25,63.48,8.73
625,32,10.16,鳥栖,湘南,1,1,H,46,63,7.6%,10,10.0%,58.7%,15.83,12.21,92.68,9.03,A,37,54,5.0%,6,16.7%,41.3%,8.27,7.94,89.73,14.38
631,32,9.22,FC東京,名古屋,1,1,H,64,58,16.1%,18,5.6%,51.7%,15.58,12.75,100.24,8.04,A,42,36,10.4%,11,9.1%,48.3%,9.98,8.6,65.93,14.86
626,32,10.16,横浜FM,札幌,2,1,H,50,43,16.0%,19,10.5%,53.1%,16.53,13.07,84.41,12.86,A,57,50,17.2%,21,4.8%,46.9%,15.48,11.53,98.25,14.9
622,32,10.17,大分,仙台,2,0,H,52,66,9.8%,12,16.7%,60.6%,16.2,14.44,86.49,10.56,A,34,48,3.4%,4,0.0%,39.4%,7.0,5.99,101.26,13.64
639,32,9.22,鹿島,川崎Ｆ,1,2,H,62,48,8.4%,10,10.0%,45.2%,12.41,9.65,77.8,15.28,A,52,38,7.6%,10,20.0%,54.8%,14.52,12.33,94.71,14.59
648,33,10.22,浦和,柏,5,1,H,44,56,10.4%,14,35.7%,50.9%,14.12,12.07,134.56,16.32,A,44,56,6.8%,9,11.1%,49.1%,11.85,9.45,121.85,10.66
649,33,10.23,湘南,横浜FC,2,1,H,61,49,6.8%,9,22.2%,57.5%,14.48,10.67,101.26,11.58,A,51,39,6.6%,8,12.5%,42.5%,7.58,5.2,79.12,19.09
659,33,10.23,FC東京,鹿島,1,2,H,47,40,7.5%,10,10.0%,59.2%,15.46,10.72,105.06,11.43,A,60,53,11.5%,15,13.3%,40.8%,12.02,7.77,110.73,14.9
651,33,10.24,名古屋,神戸,2,2,H,42,48,12.0%,12,16.7%,39.3%,10.57,6.88,65.05,13.55,A,52,58,16.8%,18,11.1%,60.7%,18.45,14.17,75.84,10.19
654,33,10.23,仙台,広島,2,0,H,49,37,9.4%,11,18.2%,34.5%,10.36,8.04,121.94,23.86,A,63,51,13.6%,16,0.0%,65.5%,27.85,23.65,126.52,9.96
655,33,10.23,Ｇ大阪,鳥栖,1,0,H,49,44,9.9%,11,9.1%,37.7%,9.97,8.4,88.48,14.93,A,56,51,12.1%,15,0.0%,62.3%,20.7,15.63,81.27,12.33
656,33,10.24,川崎Ｆ,清水,1,0,H,68,71,9.5%,10,10.0%,61.1%,21.11,18.89,87.57,11.14,A,29,32,4.6%,5,0.0%,38.9%,6.81,6.14,71.76,15.98
657,33,10.24,札幌,福岡,0,0,H,40,51,4.7%,5,0.0%,64.0%,15.44,11.11,81.66,11.48,A,49,60,10.4%,12,0.0%,36.0%,8.68,6.72,104.49,14.21
658,33,10.24,Ｃ大阪,横浜FM,2,1,H,55,39,11.5%,14,14.3%,36.2%,10.18,6.61,92.9,16.43,A,61,45,11.5%,13,7.7%,63.8%,19.59,17.09,104.27,12.34
644,33,10.23,徳島,大分,1,1,H,43,56,15.2%,16,6.3%,52.1%,9.96,8.14,75.82,10.49,A,44,57,6.0%,7,14.3%,47.9%,9.39,8.37,67.64,14.32
679,34,11.3,FC東京,清水,4,0,H,50,46,9.2%,9,33.3%,45.5%,9.41,8.45,57.78,12.73,A,54,50,14.0%,13,0.0%,54.5%,18.49,14.51,78.25,8.92
677,34,11.3,名古屋,柏,2,0,H,39,43,10.1%,10,20.0%,45.5%,12.67,9.12,62.77,19.18,A,57,61,13.3%,14,0.0%,54.5%,22.79,20.63,103.77,8.26
673,34,11.3,徳島,Ｃ大阪,0,1,H,43,49,5.8%,6,0.0%,58.3%,11.93,9.96,86.45,10.64,A,51,57,7.3%,9,11.1%,41.7%,9.82,8.93,85.51,12.96
672,34,11.3,神戸,仙台,4,2,H,57,55,16.8%,18,22.2%,62.9%,21.72,18.03,87.18,11.94,A,45,43,6.9%,7,28.6%,37.1%,8.12,6.83,94.56,15.72
666,34,11.3,広島,鹿島,1,4,H,54,47,9.9%,12,8.3%,59.7%,19.66,15.96,82.36,12.04,A,53,46,10.7%,13,30.8%,40.3%,10.77,8.03,118.28,15.68
663,34,11.3,川崎Ｆ,浦和,1,1,H,63,57,11.9%,16,6.3%,54.0%,20.57,17.33,142.09,11.67,A,43,37,12.8%,15,6.7%,46.0%,10.64,8.69,88.39,17.34
662,34,11.3,横浜FM,Ｇ大阪,0,1,H,69,58,19.8%,26,0.0%,67.7%,28.13,20.75,88.27,9.34,A,42,31,6.3%,7,14.3%,32.3%,7.22,5.28,109.27,24.01
660,34,11.3,札幌,湘南,1,1,H,45,48,11.5%,14,7.1%,55.7%,15.78,13.42,101.93,15.58,A,52,55,11.5%,15,6.7%,44.3%,13.75,11.6,124.37,14.85
678,34,11.3,横浜FC,鳥栖,0,0,H,39,49,10.8%,14,0.0%,44.8%,7.32,6.6,104.18,13.88,A,51,61,12.2%,15,0.0%,55.2%,15.54,9.69,104.76,9.9
671,34,11.3,福岡,大分,1,0,H,38,52,10.0%,11,9.1%,35.4%,8.08,7.12,97.35,15.9,A,48,62,6.8%,8,0.0%,64.6%,17.59,15.34,79.16,10.15
698,35,11.6,横浜FM,FC東京,8,0,H,73,64,18.6%,22,31.8%,61.8%,34.25,28.86,118.6,9.42,A,36,27,3.3%,4,0.0%,38.2%,8.76,6.48,87.35,19.65
696,35,11.7,鹿島,浦和,1,0,H,60,72,15.7%,19,5.3%,43.5%,14.73,11.54,94.31,14.32,A,28,40,6.8%,8,0.0%,56.5%,13.26,10.66,77.87,16.03
692,35,11.6,神戸,徳島,1,0,H,34,51,8.3%,10,10.0%,54.5%,18.13,14.19,138.46,17.54,A,49,66,5.6%,7,0.0%,45.5%,10.3,10.05,113.68,14.13
680,35,11.7,福岡,横浜FC,1,1,H,49,52,9.6%,12,0.0%,47.2%,12.54,9.77,88.23,16.55,A,48,51,7.0%,9,11.1%,52.8%,10.47,8.43,105.82,17.04
684,35,11.7,湘南,広島,0,0,H,78,54,23.6%,26,0.0%,70.0%,31.66,27.05,90.05,7.54,A,46,22,1.9%,2,0.0%,30.0%,2.98,2.82,54.52,27.83
683,35,11.7,大分,Ｇ大阪,2,3,H,59,51,10.2%,13,7.7%,55.4%,17.64,15.72,96.11,13.27,A,49,41,14.8%,18,16.7%,44.6%,11.05,8.51,91.54,23.83
681,35,11.7,仙台,名古屋,1,1,H,21,54,7.5%,8,12.5%,41.9%,10.39,9.28,81.18,13.81,A,46,79,9.2%,11,9.1%,58.1%,13.66,11.79,88.85,10.23
699,35,11.6,清水,札幌,2,2,H,47,47,13.5%,14,14.3%,40.1%,11.18,8.75,71.34,14.71,A,53,53,10.4%,11,18.2%,59.9%,18.63,14.69,91.44,9.13
690,35,11.7,柏,Ｃ大阪,1,0,H,63,58,11.9%,13,7.7%,43.2%,18.26,13.56,82.23,11.88,A,42,37,8.3%,9,0.0%,56.8%,15.01,12.89,73.35,16.63
697,35,11.7,鳥栖,川崎Ｆ,3,1,H,50,40,8.7%,10,30.0%,43.0%,12.33,8.69,99.39,18.24,A,60,50,17.2%,21,4.8%,57.0%,25.92,21.27,97.13,11.34
706,36,11.2,Ｇ大阪,名古屋,1,3,H,63,55,7.0%,8,12.5%,53.3%,21.41,19.28,100.74,9.18,A,45,37,7.3%,8,37.5%,46.7%,13.14,9.05,88.79,15.13
708,36,11.2,鹿島,大分,0,0,H,67,68,14.8%,20,0.0%,56.6%,20.16,14.17,88.49,10.48,A,32,33,1.7%,2,0.0%,43.4%,6.9,6.13,84.7,23.36
709,36,11.2,FC東京,徳島,0,2,H,41,47,5.2%,6,0.0%,46.2%,13.53,12.46,88.28,12.55,A,53,59,8.0%,9,22.2%,53.8%,14.78,13.41,100.58,9.85
711,36,11.2,鳥栖,札幌,1,0,H,45,58,11.5%,14,7.1%,41.2%,11.03,8.69,99.28,16.41,A,42,55,12.8%,17,0.0%,58.8%,17.34,15.61,99.49,10.31
712,36,11.2,清水,広島,1,0,H,46,55,12.4%,15,6.7%,40.6%,12.33,10.16,114.66,17.23,A,45,54,7.4%,10,0.0%,59.4%,20.01,16.56,78.26,13.49
716,36,11.2,Ｃ大阪,川崎Ｆ,1,4,H,57,39,11.7%,13,7.7%,47.5%,18.16,14.29,92.25,11.48,A,61,43,13.7%,14,28.6%,52.5%,18.97,16.69,106.68,12.87
717,36,11.2,仙台,湘南,0,2,H,45,47,9.2%,11,0.0%,58.1%,13.0,10.78,93.84,13.21,A,53,55,10.2%,12,16.7%,41.9%,11.15,10.21,105.37,15.89
719,36,11.2,柏,福岡,0,0,H,50,42,7.8%,9,0.0%,56.0%,15.14,13.28,96.94,19.54,A,58,50,9.0%,12,0.0%,44.0%,11.16,9.06,75.92,15.14
704,36,11.2,浦和,横浜FM,2,1,H,41,32,4.6%,5,40.0%,32.1%,7.81,6.69,101.59,22.44,A,68,59,14.0%,18,5.6%,67.9%,23.54,20.34,96.81,6.88
702,36,11.2,横浜FC,神戸,0,2,H,40,58,6.7%,9,0.0%,52.4%,12.07,9.49,121.41,12.12,A,42,60,4.6%,6,33.3%,47.6%,10.86,7.91,133.46,12.35
736,37,11.27,大分,横浜FC,2,0,H,49,53,9.5%,11,9.1%,46.1%,14.64,12.57,146.18,15.03,A,47,51,9.0%,11,0.0%,53.9%,14.04,12.4,117.87,13.85
725,37,11.27,川崎Ｆ,Ｇ大阪,4,1,H,58,51,10.2%,13,30.8%,60.8%,23.23,19.31,138.32,15.89,A,49,42,6.3%,9,11.1%,39.2%,13.84,11.48,114.91,14.31
727,37,11.27,福岡,仙台,2,2,H,62,46,8.7%,11,18.2%,51.6%,15.17,11.48,126.09,14.38,A,54,38,13.9%,16,12.5%,48.4%,11.75,9.4,103.11,18.63
728,37,11.27,浦和,清水,0,1,H,50,69,9.6%,10,0.0%,68.9%,21.97,20.27,94.73,11.13,A,31,50,7.4%,7,14.3%,31.1%,7.19,6.61,81.82,14.68
731,37,11.27,札幌,柏,3,1,H,44,54,12.8%,15,20.0%,54.3%,15.36,11.45,74.73,12.27,A,46,56,7.1%,8,12.5%,45.7%,13.34,10.44,86.75,12.62
733,37,11.27,Ｃ大阪,名古屋,2,1,H,57,53,14.3%,18,11.1%,58.7%,15.7,13.1,104.25,10.36,A,47,43,4.5%,5,20.0%,41.3%,9.71,8.19,92.53,15.72
738,37,11.27,鹿島,鳥栖,1,0,H,56,54,16.1%,20,5.0%,52.0%,16.26,14.04,116.96,10.89,A,46,44,5.0%,6,0.0%,48.0%,9.97,8.19,92.84,11.13
739,37,11.27,神戸,横浜FM,0,2,H,55,49,11.0%,15,0.0%,56.4%,22.85,17.06,150.3,11.47,A,51,45,5.6%,8,25.0%,43.6%,11.68,11.06,99.55,17.01
737,37,11.27,広島,FC東京,1,2,H,62,59,9.6%,13,7.7%,45.2%,15.37,11.8,108.1,11.46,A,41,38,5.2%,7,28.6%,54.8%,13.52,11.87,109.18,18.66
732,37,11.27,湘南,徳島,0,1,H,43,74,5.4%,7,0.0%,39.4%,8.49,8.25,112.12,15.31,A,26,57,5.8%,7,14.3%,60.6%,11.2,10.11,82.52,16.7
740,38,12.4,FC東京,福岡,0,0,H,52,47,7.6%,9,0.0%,52.5%,14.47,12.38,93.54,15.34,A,53,48,11.6%,14,0.0%,47.5%,10.97,8.68,114.61,11.12
742,38,12.4,鳥栖,神戸,0,2,H,47,61,12.7%,15,0.0%,43.3%,16.73,11.96,91.85,11.64,A,39,53,11.5%,14,14.3%,56.7%,17.31,14.7,118.5,13.25
745,38,12.4,柏,大分,2,3,H,41,54,13.5%,15,13.3%,45.2%,11.97,9.53,84.21,8.51,A,46,59,9.5%,11,27.3%,54.8%,17.58,13.47,100.94,13.38
748,38,12.4,Ｇ大阪,湘南,0,0,H,50,32,4.1%,5,0.0%,42.6%,9.76,8.58,98.3,19.39,A,68,50,14.3%,19,0.0%,57.4%,15.66,12.1,128.1,10.32
749,38,12.4,横浜FC,札幌,0,1,H,53,52,8.4%,11,0.0%,44.2%,13.57,9.99,110.55,14.38,A,48,47,11.3%,14,7.1%,55.8%,14.37,11.82,99.31,13.97
750,38,12.4,清水,Ｃ大阪,2,1,H,59,66,19.0%,20,10.0%,38.9%,10.59,8.16,86.22,14.27,A,34,41,6.1%,6,0.0%,61.1%,14.2,13.65,46.62,13.03
753,38,12.4,名古屋,浦和,0,0,H,41,51,8.1%,9,0.0%,43.7%,10.72,9.43,97.49,14.56,A,49,59,7.5%,8,0.0%,56.3%,17.25,14.37,99.61,9.07
755,38,12.4,横浜FM,川崎Ｆ,1,1,H,57,37,15.0%,20,5.0%,57.9%,24.42,21.26,95.87,14.83,A,63,43,9.4%,12,8.3%,42.1%,16.68,11.61,134.99,18.46
757,38,12.4,仙台,鹿島,0,1,H,49,37,9.0%,11,0.0%,43.6%,11.92,9.39,72.12,15.7,A,63,51,13.1%,16,6.3%,56.4%,17.35,14.31,84.47,15.27
758,38,12.4,徳島,広島,2,4,H,50,51,6.8%,8,25.0%,65.2%,19.7,17.98,98.48,11.83,A,49,50,6.1%,7,57.1%,34.8%,11.07,7.72,94.26,23.0
